"","iso3c","country","region","income","year","population","overall_score","data_use_score","data_services_score","data_products_score","data_sources_score","data_infrastructure_score"
"3356","KAZ","Kazakhstan","Europe & Central Asia","Upper middle income",2008,15776938,NA,40,NA,70.6875,NA,NA
"3357","KEN","Kenya","Sub-Saharan Africa","Lower middle income",2008,39186895,NA,20,NA,68.4875,NA,NA
"3358","KIR","Kiribati","East Asia & Pacific","Lower middle income",2008,103966,NA,20,NA,44.025,NA,NA
"3359","PRK","Korea, Dem. People's Rep.","East Asia & Pacific","Low income",2008,24469047,NA,0,NA,40.80625,NA,NA
"3360","KOR","Korea, Rep.","East Asia & Pacific","High income",2008,49054708,NA,40,NA,59.99375,NA,NA
"3361","XKX","Kosovo","Europe & Central Asia","Upper middle income",2008,1803370,NA,20,NA,NA,NA,NA
"3362","KWT","Kuwait","Middle East & North Africa","High income",2008,2650930,NA,20,NA,42.06875,NA,NA
"3363","KGZ","Kyrgyz Republic","Europe & Central Asia","Lower middle income",2008,5318700,NA,40,NA,67.81875,NA,NA
"3364","LAO","Lao PDR","East Asia & Pacific","Lower middle income",2008,6135861,NA,30,NA,61.1,NA,NA
"3365","LVA","Latvia","Europe & Central Asia","High income",2008,2177322,NA,40,NA,41.98125,NA,NA
"3366","LBN","Lebanon","Middle East & North Africa","Lower middle income",2008,4887613,NA,20,NA,62.15625,NA,NA
"3367","LSO","Lesotho","Sub-Saharan Africa","Lower middle income",2008,1995014,NA,20,NA,51.7375,NA,NA
"3368","LBR","Liberia","Sub-Saharan Africa","Low income",2008,3783887,NA,20,NA,49.3125,NA,NA
"3369","LBY","Libya","Middle East & North Africa","Upper middle income",2008,6228370,NA,20,NA,39.0375,NA,NA
"3370","LIE","Liechtenstein","Europe & Central Asia","High income",2008,35401,NA,0,NA,19.9,NA,NA
"3371","LTU","Lithuania","Europe & Central Asia","High income",2008,3198231,NA,40,NA,42.05625,NA,NA
"3372","LUX","Luxembourg","Europe & Central Asia","High income",2008,488650,NA,20,NA,40.45625,NA,NA
"3373","MAC","Macao SAR, China","East Asia & Pacific","High income",2008,529038,NA,0,NA,21.35625,NA,NA
"3374","MDG","Madagascar","Sub-Saharan Africa","Low income",2008,20513599,NA,30,NA,63.625,NA,NA
"3375","MWI","Malawi","Sub-Saharan Africa","Low income",2008,13889423,NA,20,NA,62.6625,NA,NA
"3376","MYS","Malaysia","East Asia & Pacific","Upper middle income",2008,27664296,NA,40,NA,67.5125,NA,NA
"3377","MDV","Maldives","South Asia","Upper middle income",2008,336883,NA,20,NA,55.18125,NA,NA
"3378","MLI","Mali","Sub-Saharan Africa","Low income",2008,14551117,NA,20,NA,63.5875,NA,NA
"3379","MLT","Malta","Middle East & North Africa","High income",2008,409379,NA,40,NA,37.0625,NA,NA
"3380","MHL","Marshall Islands","East Asia & Pacific","Upper middle income",2008,53816,NA,20,NA,47.2625,NA,NA
"3381","MRT","Mauritania","Sub-Saharan Africa","Lower middle income",2008,3233336,NA,40,NA,47.08125,NA,NA
"3382","MUS","Mauritius","Sub-Saharan Africa","Upper middle income",2008,1244121,NA,20,NA,66.00625,NA,NA
"3383","MEX","Mexico","Latin America & Caribbean","Upper middle income",2008,109684489,NA,40,NA,74.6875,NA,NA
"3384","FSM","Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income",2008,108704,NA,20,NA,34.4875,NA,NA
"3385","MDA","Moldova","Europe & Central Asia","Upper middle income",2008,2868833,NA,40,NA,54.0875,NA,NA
"3386","MCO","Monaco","Europe & Central Asia","High income",2008,31862,NA,20,NA,14.975,NA,NA
"3387","MNG","Mongolia","East Asia & Pacific","Upper middle income",2008,2633887,NA,20,NA,69.575,NA,NA
"3388","MNE","Montenegro","Europe & Central Asia","Upper middle income",2008,616969,NA,40,NA,54.51875,NA,NA
"3389","MAR","Morocco","Middle East & North Africa","Lower middle income",2008,31634992,NA,30,NA,67.55625,NA,NA
"3390","MOZ","Mozambique","Sub-Saharan Africa","Low income",2008,21845571,NA,30,NA,62.4125,NA,NA
"3391","MMR","Myanmar","East Asia & Pacific","Lower middle income",2008,48729486,NA,20,NA,54.9375,NA,NA
"3392","NAM","Namibia","Sub-Saharan Africa","Upper middle income",2008,2038552,NA,20,NA,61.39375,NA,NA
"3393","NRU","Nauru","East Asia & Pacific","High income",2008,10243,NA,20,NA,35.14375,NA,NA
"3394","NPL","Nepal","South Asia","Lower middle income",2008,26881544,NA,20,NA,63.2875,NA,NA
"3395","NLD","Netherlands","Europe & Central Asia","High income",2008,16445593,NA,40,NA,43.6625,NA,NA
"3396","NCL","New Caledonia","East Asia & Pacific","High income",2008,242750,NA,0,NA,16.85625,NA,NA
"3397","NZL","New Zealand","East Asia & Pacific","High income",2008,4259800,NA,40,NA,52.6375,NA,NA
"3398","NIC","Nicaragua","Latin America & Caribbean","Lower middle income",2008,5687744,NA,40,NA,68.4625,NA,NA
"3399","NER","Niger","Sub-Saharan Africa","Low income",2008,15455175,NA,20,NA,61.9125,NA,NA
"3400","NGA","Nigeria","Sub-Saharan Africa","Lower middle income",2008,152382506,NA,20,NA,52.5625,NA,NA
"3401","MKD","North Macedonia","Europe & Central Asia","Upper middle income",2008,1971493,NA,40,NA,47.575,NA,NA
"3402","MNP","Northern Mariana Islands","East Asia & Pacific","High income",2008,60032,NA,0,NA,9.8,NA,NA
"3403","NOR","Norway","Europe & Central Asia","High income",2008,4768212,NA,40,NA,46.58125,NA,NA
"3404","OMN","Oman","Middle East & North Africa","High income",2008,2651028,NA,20,NA,46.48125,NA,NA
"3405","PAK","Pakistan","South Asia","Lower middle income",2008,185931955,NA,40,NA,66.5875,NA,NA
"3406","PLW","Palau","East Asia & Pacific","High income",2008,19102,NA,20,NA,35.4875,NA,NA
"3407","PAN","Panama","Latin America & Caribbean","High income",2008,3495276,NA,40,NA,66.675,NA,NA
"3408","PNG","Papua New Guinea","East Asia & Pacific","Lower middle income",2008,7137988,NA,20,NA,52.99375,NA,NA
"3409","PRY","Paraguay","Latin America & Caribbean","Upper middle income",2008,5645148,NA,40,NA,71.1875,NA,NA
"3410","PER","Peru","Latin America & Caribbean","Upper middle income",2008,28806185,NA,40,NA,71.3125,NA,NA
"3411","PHL","Philippines","East Asia & Pacific","Lower middle income",2008,91252326,NA,40,NA,70.325,NA,NA
"3412","POL","Poland","Europe & Central Asia","High income",2008,38125759,NA,40,NA,43.7125,NA,NA
"3413","PRT","Portugal","Europe & Central Asia","High income",2008,10558177,NA,40,NA,45.1375,NA,NA
"3414","PRI","Puerto Rico","Latin America & Caribbean","High income",2008,3760866,NA,0,NA,19.7875,NA,NA
"3415","QAT","Qatar","Middle East & North Africa","High income",2008,1444277,NA,20,NA,36.3375,NA,NA
"3416","ROU","Romania","Europe & Central Asia","High income",2008,20537875,NA,40,NA,52.725,NA,NA
"3417","RUS","Russian Federation","Europe & Central Asia","High income",2008,142742366,NA,40,NA,39.95,NA,NA
"3418","RWA","Rwanda","Sub-Saharan Africa","Low income",2008,9781996,NA,30,NA,46.05625,NA,NA
"3419","WSM","Samoa","East Asia & Pacific","Lower middle income",2008,191787,NA,30,NA,54.91875,NA,NA
"3420","SMR","San Marino","Europe & Central Asia","High income",2008,30700,NA,0,NA,16.86875,NA,NA
"3421","STP","Sao Tome and Principe","Sub-Saharan Africa","Lower middle income",2008,174004,NA,20,NA,46.4125,NA,NA
"3422","SAU","Saudi Arabia","Middle East & North Africa","High income",2008,27437353,NA,20,NA,44.28125,NA,NA
"3423","SEN","Senegal","Sub-Saharan Africa","Lower middle income",2008,11872929,NA,20,NA,63.8,NA,NA
"3424","SRB","Serbia","Europe & Central Asia","Upper middle income",2008,7350222,NA,40,NA,60.7625,NA,NA
"3425","SYC","Seychelles","Sub-Saharan Africa","High income",2008,86956,NA,0,NA,54.8375,NA,NA
"3426","SLE","Sierra Leone","Sub-Saharan Africa","Low income",2008,6090860,NA,20,NA,55.6125,NA,NA
"3427","SGP","Singapore","East Asia & Pacific","High income",2008,4839396,NA,40,NA,36.4875,NA,NA
"3428","SXM","Sint Maarten (Dutch part)","Latin America & Caribbean","High income",2008,33964,NA,0,NA,6.50625,NA,NA
"3429","SVK","Slovak Republic","Europe & Central Asia","High income",2008,5379233,NA,40,NA,43.34375,NA,NA
"3430","SVN","Slovenia","Europe & Central Asia","High income",2008,2021316,NA,40,NA,54.01875,NA,NA
"3431","SLB","Solomon Islands","East Asia & Pacific","Lower middle income",2008,516001,NA,20,NA,55.26875,NA,NA
"3432","SOM","Somalia","Sub-Saharan Africa","Low income",2008,11444870,NA,20,NA,37.51875,NA,NA
"3433","ZAF","South Africa","Sub-Saharan Africa","Upper middle income",2008,50565812,NA,40,NA,60.45625,NA,NA
"3434","SSD","South Sudan","Sub-Saharan Africa","Low income",2008,8823888,NA,20,NA,19.0625,NA,NA
"3435","ESP","Spain","Europe & Central Asia","High income",2008,45954106,NA,40,NA,54.78125,NA,NA
"3436","LKA","Sri Lanka","South Asia","Lower middle income",2008,20285643,NA,30,NA,68.93125,NA,NA
"3437","KNA","St. Kitts and Nevis","Latin America & Caribbean","High income",2008,47156,NA,0,NA,42.45625,NA,NA
"3438","LCA","St. Lucia","Latin America & Caribbean","Upper middle income",2008,168576,NA,20,NA,56.275,NA,NA
"3439","MAF","St. Martin (French part)","Latin America & Caribbean","High income",2008,35541,NA,0,NA,5.41875,NA,NA
"3440","VCT","St. Vincent and the Grenadines","Latin America & Caribbean","Upper middle income",2008,110316,NA,20,NA,54.0625,NA,NA
"3441","SDN","Sudan","Sub-Saharan Africa","Low income",2008,32065241,NA,20,NA,49.625,NA,NA
"3442","SUR","Suriname","Latin America & Caribbean","Upper middle income",2008,533938,NA,20,NA,44.20625,NA,NA
"3443","SWE","Sweden","Europe & Central Asia","High income",2008,9219637,NA,40,NA,54.90625,NA,NA
"3444","CHE","Switzerland","Europe & Central Asia","High income",2008,7647675,NA,40,NA,58.175,NA,NA
"3445","SYR","Syrian Arab Republic","Middle East & North Africa","Low income",2008,21474059,NA,30,NA,63.18125,NA,NA
"3446","TJK","Tajikistan","Europe & Central Asia","Lower middle income",2008,7324627,NA,40,NA,47.7625,NA,NA
"3447","TZA","Tanzania","Sub-Saharan Africa","Lower middle income",2008,42870884,NA,30,NA,67.16875,NA,NA
"3448","THA","Thailand","East Asia & Pacific","Upper middle income",2008,67328239,NA,40,NA,54.90625,NA,NA
"3449","TLS","Timor-Leste","East Asia & Pacific","Lower middle income",2008,1043076,NA,30,NA,53.7875,NA,NA
"3450","TGO","Togo","Sub-Saharan Africa","Low income",2008,6222482,NA,20,NA,63.275,NA,NA
"3451","TON","Tonga","East Asia & Pacific","Upper middle income",2008,106932,NA,20,NA,46.68125,NA,NA
"3452","TTO","Trinidad and Tobago","Latin America & Caribbean","High income",2008,1392803,NA,20,NA,59.85625,NA,NA
"3453","TUN","Tunisia","Middle East & North Africa","Lower middle income",2008,10680380,NA,20,NA,68.26875,NA,NA
"3454","TUR","Turkiye","Europe & Central Asia","Upper middle income",2008,71051678,NA,40,NA,71.10625,NA,NA
"3455","TKM","Turkmenistan","Europe & Central Asia","Upper middle income",2008,5100083,NA,20,NA,40.6,NA,NA
"3456","TCA","Turks and Caicos Islands","Latin America & Caribbean","High income",2008,27422,NA,0,NA,14.65625,NA,NA
"3457","TUV","Tuvalu","East Asia & Pacific","Upper middle income",2008,10272,NA,20,NA,37.2,NA,NA
"3458","UGA","Uganda","Sub-Saharan Africa","Low income",2008,30509862,NA,30,NA,64.9125,NA,NA
"3459","UKR","Ukraine","Europe & Central Asia","Upper middle income",2008,46258189,NA,40,NA,63.4,NA,NA
"3460","ARE","United Arab Emirates","Middle East & North Africa","High income",2008,6988685,NA,20,NA,30.0875,NA,NA
"3461","GBR","United Kingdom","Europe & Central Asia","High income",2008,61806995,NA,40,NA,52.09375,NA,NA
"3462","USA","United States","North America","High income",2008,304093966,NA,40,NA,48.18125,NA,NA
"3463","URY","Uruguay","Latin America & Caribbean","High income",2008,3336126,NA,40,NA,66.98125,NA,NA
"3464","UZB","Uzbekistan","Europe & Central Asia","Lower middle income",2008,27302800,NA,30,NA,44.975,NA,NA
"3465","VUT","Vanuatu","East Asia & Pacific","Lower middle income",2008,233952,NA,20,NA,50.275,NA,NA
"3466","VEN","Venezuela, RB","Latin America & Caribbean","Not classified",2008,27933833,NA,40,NA,64.025,NA,NA
"3467","VNM","Viet Nam","East Asia & Pacific","Lower middle income",2008,85597241,NA,40,NA,61.4375,NA,NA
"3468","VIR","Virgin Islands (U.S.)","Latin America & Caribbean","High income",2008,108397,NA,0,NA,10.59375,NA,NA
"3469","PSE","West Bank and Gaza","Middle East & North Africa","Lower middle income",2008,3591977,NA,40,NA,53.88125,NA,NA
"3470","YEM","Yemen, Rep.","Middle East & North Africa","Low income",2008,23329004,NA,20,NA,56.46875,NA,NA
"3471","ZMB","Zambia","Sub-Saharan Africa","Lower middle income",2008,12852966,NA,40,NA,64.7875,NA,NA
"3472","ZWE","Zimbabwe","Sub-Saharan Africa","Lower middle income",2008,12550347,NA,20,NA,46.9,NA,NA
"3473","AFG","Afghanistan","South Asia","Low income",2007,25903301,NA,20,NA,47.8875,NA,NA
"3474","ALB","Albania","Europe & Central Asia","Upper middle income",2007,2970017,NA,40,NA,71.41875,NA,NA
"3475","DZA","Algeria","Middle East & North Africa","Upper middle income",2007,33983827,NA,20,NA,57.225,NA,NA
"3476","ASM","American Samoa","East Asia & Pacific","High income",2007,56383,NA,0,NA,16.43125,NA,NA
"3477","AND","Andorra","Europe & Central Asia","High income",2007,78168,NA,20,NA,21.93125,NA,NA
"3478","AGO","Angola","Sub-Saharan Africa","Lower middle income",2007,20909684,NA,20,NA,62.75,NA,NA
"3479","ATG","Antigua and Barbuda","Latin America & Caribbean","High income",2007,82016,NA,0,NA,50.9125,NA,NA
"3480","ARG","Argentina","Latin America & Caribbean","Upper middle income",2007,39876111,NA,40,NA,77.675,NA,NA
"3481","ARM","Armenia","Europe & Central Asia","Upper middle income",2007,3004393,NA,40,NA,61.13125,NA,NA
"3482","ABW","Aruba","Latin America & Caribbean","High income",2007,96787,NA,0,NA,19.03125,NA,NA
"3483","AUS","Australia","East Asia & Pacific","High income",2007,20827622,NA,40,NA,53.35625,NA,NA
"3484","AUT","Austria","Europe & Central Asia","High income",2007,8295487,NA,40,NA,61.71875,NA,NA
"3485","AZE","Azerbaijan","Europe & Central Asia","Upper middle income",2007,8581300,NA,40,NA,63.56875,NA,NA
"3486","BHS","Bahamas, The","Latin America & Caribbean","High income",2007,357666,NA,20,NA,34.875,NA,NA
"3487","BHR","Bahrain","Middle East & North Africa","High income",2007,1040532,NA,20,NA,44.5375,NA,NA
"3488","BGD","Bangladesh","South Asia","Lower middle income",2007,144135934,NA,30,NA,60.85,NA,NA
"3489","BRB","Barbados","Latin America & Caribbean","High income",2007,271444,NA,20,NA,59.81875,NA,NA
"3490","BLR","Belarus","Europe & Central Asia","Upper middle income",2007,9560953,NA,40,NA,56.46875,NA,NA
"3491","BEL","Belgium","Europe & Central Asia","High income",2007,10625700,NA,40,NA,52.5875,NA,NA
"3492","BLZ","Belize","Latin America & Caribbean","Upper middle income",2007,297173,NA,20,NA,63.0375,NA,NA
"3493","BEN","Benin","Sub-Saharan Africa","Lower middle income",2007,8647761,NA,20,NA,53.1375,NA,NA
"3494","BMU","Bermuda","North America","High income",2007,64888,NA,0,NA,16.16875,NA,NA
"3495","BTN","Bhutan","South Asia","Lower middle income",2007,681614,NA,20,NA,65.48125,NA,NA
"3496","BOL","Bolivia","Latin America & Caribbean","Lower middle income",2007,9711152,NA,40,NA,72.6625,NA,NA
"3497","BIH","Bosnia and Herzegovina","Europe & Central Asia","Upper middle income",2007,4007876,NA,30,NA,59.05,NA,NA
"3498","BWA","Botswana","Sub-Saharan Africa","Upper middle income",2007,1966977,NA,20,NA,55.7625,NA,NA
"3499","BRA","Brazil","Latin America & Caribbean","Upper middle income",2007,190779453,NA,40,NA,76.21875,NA,NA
"3500","VGB","British Virgin Islands","Latin America & Caribbean","High income",2007,25191,NA,0,NA,18.76875,NA,NA
"3501","BRN","Brunei Darussalam","East Asia & Pacific","High income",2007,378748,NA,20,NA,36.21875,NA,NA
"3502","BGR","Bulgaria","Europe & Central Asia","High income",2007,7545338,NA,40,NA,59.65,NA,NA
"3503","BFA","Burkina Faso","Sub-Saharan Africa","Low income",2007,14757074,NA,30,NA,63.75625,NA,NA
"3504","BDI","Burundi","Sub-Saharan Africa","Low income",2007,7944609,NA,30,NA,50.28125,NA,NA
"3505","CPV","Cabo Verde","Sub-Saharan Africa","Lower middle income",2007,504733,NA,20,NA,53.11875,NA,NA
"3506","KHM","Cambodia","East Asia & Pacific","Lower middle income",2007,13714791,NA,20,NA,69.13125,NA,NA
"3507","CMR","Cameroon","Sub-Saharan Africa","Lower middle income",2007,18251866,NA,30,NA,67.975,NA,NA
"3508","CAN","Canada","North America","High income",2007,32888886,NA,40,NA,49.70625,NA,NA
"3509","CYM","Cayman Islands","Latin America & Caribbean","High income",2007,49647,NA,0,NA,17.15,NA,NA
"3510","CAF","Central African Republic","Sub-Saharan Africa","Low income",2007,4375569,NA,20,NA,43.75,NA,NA
"3511","TCD","Chad","Sub-Saharan Africa","Low income",2007,10722731,NA,20,NA,40.65625,NA,NA
"3512","CHI","Channel Islands","Europe & Central Asia","High income",2007,153225,NA,0,NA,NA,NA,NA
"3513","CHL","Chile","Latin America & Caribbean","High income",2007,16495538,NA,30,NA,70.8625,NA,NA
"3514","CHN","China","East Asia & Pacific","Upper middle income",2007,1317885000,NA,40,NA,48.34375,NA,NA
"3515","COL","Colombia","Latin America & Caribbean","Upper middle income",2007,43306582,NA,40,NA,70.1375,NA,NA
"3516","COM","Comoros","Sub-Saharan Africa","Lower middle income",2007,616899,NA,0,NA,53.38125,NA,NA
"3517","COD","Congo, Dem. Rep.","Sub-Saharan Africa","Low income",2007,60289422,NA,20,NA,52.69375,NA,NA
"3518","COG","Congo, Rep.","Sub-Saharan Africa","Lower middle income",2007,3956329,NA,20,NA,50.925,NA,NA
"3519","CRI","Costa Rica","Latin America & Caribbean","Upper middle income",2007,4440019,NA,40,NA,69.375,NA,NA
"3520","CIV","Cote d'Ivoire","Sub-Saharan Africa","Lower middle income",2007,19817700,NA,30,NA,60,NA,NA
"3521","HRV","Croatia","Europe & Central Asia","High income",2007,4310217,NA,30,NA,51.26875,NA,NA
"3522","CUB","Cuba","Latin America & Caribbean","Upper middle income",2007,11269887,NA,20,NA,46.04375,NA,NA
"3523","CUW","Curacao","Latin America & Caribbean","High income",2007,144056,NA,0,NA,14.6,NA,NA
"3524","CYP","Cyprus","Europe & Central Asia","High income",2007,1073873,NA,40,NA,53.175,NA,NA
"3525","CZE","Czechia","Europe & Central Asia","High income",2007,10298828,NA,40,NA,44.425,NA,NA
"3526","DNK","Denmark","Europe & Central Asia","High income",2007,5461438,NA,40,NA,45.76875,NA,NA
"3527","DJI","Djibouti","Middle East & North Africa","Lower middle income",2007,865196,NA,20,NA,50.1,NA,NA
"3528","DMA","Dominica","Latin America & Caribbean","Upper middle income",2007,68775,NA,0,NA,50.5875,NA,NA
"3529","DOM","Dominican Republic","Latin America & Caribbean","Upper middle income",2007,9402206,NA,40,NA,59.5,NA,NA
"3530","ECU","Ecuador","Latin America & Caribbean","Upper middle income",2007,14251835,NA,40,NA,75.53125,NA,NA
"3531","EGY","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2007,82218755,NA,20,NA,68.0375,NA,NA
"3532","SLV","El Salvador","Latin America & Caribbean","Upper middle income",2007,6044131,NA,40,NA,70.20625,NA,NA
"3533","GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2007,948814,NA,0,NA,40.83125,NA,NA
"3534","ERI","Eritrea","Sub-Saharan Africa","Low income",2007,2926168,NA,20,NA,38.79375,NA,NA
"3535","EST","Estonia","Europe & Central Asia","High income",2007,1340680,NA,40,NA,52.125,NA,NA
"3536","SWZ","Eswatini","Sub-Saharan Africa","Lower middle income",2007,1084008,NA,20,NA,59.79375,NA,NA
"3537","ETH","Ethiopia","Sub-Saharan Africa","Low income",2007,81996185,NA,30,NA,68.7,NA,NA
"3538","FRO","Faroe Islands","Europe & Central Asia","High income",2007,48361,NA,0,NA,9.76875,NA,NA
"3539","FJI","Fiji","East Asia & Pacific","Upper middle income",2007,890648,NA,20,NA,60.06875,NA,NA
"3540","FIN","Finland","Europe & Central Asia","High income",2007,5288720,NA,40,NA,58.85625,NA,NA
"3541","FRA","France","Europe & Central Asia","High income",2007,64021737,NA,40,NA,46.8125,NA,NA
"3542","PYF","French Polynesia","East Asia & Pacific","High income",2007,278178,NA,0,NA,25.10625,NA,NA
"3543","GAB","Gabon","Sub-Saharan Africa","Upper middle income",2007,1549774,NA,0,NA,43.1125,NA,NA
"3544","GMB","Gambia, The","Sub-Saharan Africa","Low income",2007,1764883,NA,20,NA,54.9875,NA,NA
"3545","GEO","Georgia","Europe & Central Asia","Upper middle income",2007,3860158,NA,40,NA,60.28125,NA,NA
"3546","DEU","Germany","Europe & Central Asia","High income",2007,82266372,NA,40,NA,47.55625,NA,NA
"3547","GHA","Ghana","Sub-Saharan Africa","Lower middle income",2007,23708320,NA,30,NA,53.725,NA,NA
"3548","GIB","Gibraltar","Europe & Central Asia","High income",2007,29996,NA,0,NA,8.14375,NA,NA
"3549","GRC","Greece","Europe & Central Asia","High income",2007,11048473,NA,40,NA,46.075,NA,NA
"3550","GRL","Greenland","Europe & Central Asia","High income",2007,56555,NA,0,NA,13.4125,NA,NA
"3551","GRD","Grenada","Latin America & Caribbean","Upper middle income",2007,111725,NA,20,NA,55.9125,NA,NA
"3552","GUM","Guam","East Asia & Pacific","High income",2007,164763,NA,0,NA,16.6875,NA,NA
"3553","GTM","Guatemala","Latin America & Caribbean","Upper middle income",2007,13477017,NA,30,NA,70.0875,NA,NA
"3554","GIN","Guinea","Sub-Saharan Africa","Lower middle income",2007,9547082,NA,20,NA,47.225,NA,NA
"3555","GNB","Guinea-Bissau","Sub-Saharan Africa","Low income",2007,1450572,NA,20,NA,39.8,NA,NA
"3556","GUY","Guyana","Latin America & Caribbean","High income",2007,756521,NA,20,NA,56.04375,NA,NA
"3557","HTI","Haiti","Latin America & Caribbean","Lower middle income",2007,9420826,NA,20,NA,44.375,NA,NA
"3558","HND","Honduras","Latin America & Caribbean","Lower middle income",2007,7924462,NA,40,NA,68.61875,NA,NA
"3559","HKG","Hong Kong SAR, China","East Asia & Pacific","High income",2007,6916300,NA,0,NA,25.85625,NA,NA
"3560","HUN","Hungary","Europe & Central Asia","High income",2007,10055780,NA,40,NA,44.34375,NA,NA
"3561","ISL","Iceland","Europe & Central Asia","High income",2007,311566,NA,20,NA,41.40625,NA,NA
"3562","IND","India","South Asia","Lower middle income",2007,1189691809,NA,40,NA,58.025,NA,NA
"3563","IDN","Indonesia","East Asia & Pacific","Upper middle income",2007,234858289,NA,40,NA,63.9875,NA,NA
"3564","IRN","Iran, Islamic Rep.","Middle East & North Africa","Upper middle income",2007,72319418,NA,40,NA,64.475,NA,NA
"3565","IRQ","Iraq","Middle East & North Africa","Upper middle income",2007,28660887,NA,20,NA,64.51875,NA,NA
"3566","IRL","Ireland","Europe & Central Asia","High income",2007,4398942,NA,40,NA,45.925,NA,NA
"3567","IMN","Isle of Man","Europe & Central Asia","High income",2007,81100,NA,0,NA,7.225,NA,NA
"3568","ISR","Israel","Middle East & North Africa","High income",2007,7180100,NA,40,NA,40.0375,NA,NA
"3569","ITA","Italy","Europe & Central Asia","High income",2007,58438310,NA,40,NA,47.125,NA,NA
"3570","JAM","Jamaica","Latin America & Caribbean","Upper middle income",2007,2701221,NA,40,NA,61.1125,NA,NA
"3571","JPN","Japan","East Asia & Pacific","High income",2007,128001000,NA,40,NA,51.1875,NA,NA
"3572","JOR","Jordan","Middle East & North Africa","Lower middle income",2007,6473457,NA,20,NA,64.60625,NA,NA
"3573","KAZ","Kazakhstan","Europe & Central Asia","Upper middle income",2007,15484192,NA,40,NA,69.71875,NA,NA
"3574","KEN","Kenya","Sub-Saharan Africa","Lower middle income",2007,38036793,NA,20,NA,68.69375,NA,NA
"3575","KIR","Kiribati","East Asia & Pacific","Lower middle income",2007,101998,NA,20,NA,42.55,NA,NA
"3576","PRK","Korea, Dem. People's Rep.","East Asia & Pacific","Low income",2007,24356506,NA,0,NA,40.1375,NA,NA
"3577","KOR","Korea, Rep.","East Asia & Pacific","High income",2007,48683638,NA,20,NA,60.2,NA,NA
"3578","XKX","Kosovo","Europe & Central Asia","Upper middle income",2007,1810222,NA,20,NA,NA,NA,NA
"3579","KWT","Kuwait","Middle East & North Africa","High income",2007,2506769,NA,20,NA,41.425,NA,NA
"3580","KGZ","Kyrgyz Republic","Europe & Central Asia","Lower middle income",2007,5268400,NA,40,NA,68.09375,NA,NA
"3581","LAO","Lao PDR","East Asia & Pacific","Lower middle income",2007,6041348,NA,40,NA,60.31875,NA,NA
"3582","LVA","Latvia","Europe & Central Asia","High income",2007,2200325,NA,40,NA,41.0125,NA,NA
"3583","LBN","Lebanon","Middle East & North Africa","Lower middle income",2007,4809608,NA,20,NA,62.43125,NA,NA
"3584","LSO","Lesotho","Sub-Saharan Africa","Lower middle income",2007,1983465,NA,20,NA,50.46875,NA,NA
"3585","LBR","Liberia","Sub-Saharan Africa","Low income",2007,3632740,NA,20,NA,49.425,NA,NA
"3586","LBY","Libya","Middle East & North Africa","Upper middle income",2007,6097177,NA,20,NA,39.175,NA,NA
"3587","LIE","Liechtenstein","Europe & Central Asia","High income",2007,35150,NA,0,NA,20.0125,NA,NA
"3588","LTU","Lithuania","Europe & Central Asia","High income",2007,3231294,NA,40,NA,42.40625,NA,NA
"3589","LUX","Luxembourg","Europe & Central Asia","High income",2007,479993,NA,20,NA,40.875,NA,NA
"3590","MAC","Macao SAR, China","East Asia & Pacific","High income",2007,515330,NA,0,NA,20.73125,NA,NA
"3591","MDG","Madagascar","Sub-Saharan Africa","Low income",2007,19924958,NA,30,NA,63.7625,NA,NA
"3592","MWI","Malawi","Sub-Saharan Africa","Low income",2007,13495463,NA,20,NA,62.8,NA,NA
"3593","MYS","Malaysia","East Asia & Pacific","Upper middle income",2007,27092604,NA,40,NA,65.35625,NA,NA
"3594","MDV","Maldives","South Asia","Upper middle income",2007,325126,NA,20,NA,55.31875,NA,NA
"3595","MLI","Mali","Sub-Saharan Africa","Low income",2007,14080912,NA,20,NA,62.86875,NA,NA
"3596","MLT","Malta","Middle East & North Africa","High income",2007,406724,NA,40,NA,37.4125,NA,NA
"3597","MHL","Marshall Islands","East Asia & Pacific","Upper middle income",2007,54038,NA,20,NA,34.9375,NA,NA
"3598","MRT","Mauritania","Sub-Saharan Africa","Lower middle income",2007,3153508,NA,30,NA,46.15,NA,NA
"3599","MUS","Mauritius","Sub-Saharan Africa","Upper middle income",2007,1239630,NA,20,NA,66.35625,NA,NA
"3600","MEX","Mexico","Latin America & Caribbean","Upper middle income",2007,108302973,NA,40,NA,71.08125,NA,NA
"3601","FSM","Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income",2007,109532,NA,20,NA,34.625,NA,NA
"3602","MDA","Moldova","Europe & Central Asia","Upper middle income",2007,2874299,NA,40,NA,54.29375,NA,NA
"3603","MCO","Monaco","Europe & Central Asia","High income",2007,31823,NA,20,NA,15.03125,NA,NA
"3604","MNG","Mongolia","East Asia & Pacific","Upper middle income",2007,2605643,NA,30,NA,66.8625,NA,NA
"3605","MNE","Montenegro","Europe & Central Asia","Upper middle income",2007,615875,NA,40,NA,54.575,NA,NA
"3606","MAR","Morocco","Middle East & North Africa","Lower middle income",2007,31232633,NA,30,NA,67.69375,NA,NA
